item,Unique Visitors,Visits,Page Views,Bounces,Time Spent on Page (min),e89 Video Views,e17 Form Success,Form Submission Rate,Total Weekly Unique Visitors,Entries,Total Time Spent,Account Number,Date,Granularity
www.servicenow.com/success/value-calculator-hr.html,6,7,12,0,1.1,0,0,0,124,0,463,ISP Visitor,Sun.  6 May 2018,day
www.servicenow.com/success/value-calculator-csm.html,4,4,7,0,0.42,0,0,0,124,0,100,ISP Visitor,Sun.  6 May 2018,day
www.servicenow.com/success/plan/it/cmdb-deployment.html,3,4,5,1,0.18,1,0,0,124,1,43,ISP Visitor,Sun.  6 May 2018,day
www.servicenow.com/success/extend/itsm/modernize-itsm.html,3,3,19,0,14.39,0,0,0,124,1,2590,ISP Visitor,Sun.  6 May 2018,day
www.servicenow.com/success/value-calculator-intelligent-apps.html,3,3,8,1,0.55,0,0,0,124,2,99,ISP Visitor,Sun.  6 May 2018,day
www.servicenow.com/success.html,64,71,157,8,1.87,0,0,0,104,19,7983,Not In List,Sun.  6 May 2018,day
www.servicenow.com/success/value-calculator-it.html,28,29,52,4,2.2,0,0,0,104,13,3821,Not In List,Sun.  6 May 2018,day
www.servicenow.com/success/extend.html,8,8,16,0,0.32,0,0,0,104,0,152,Not In List,Sun.  6 May 2018,day
www.servicenow.com/success/plan.html,7,8,22,0,2.44,0,0,0,104,1,1170,Not In List,Sun.  6 May 2018,day
www.servicenow.com/success/value-calculator-hr.html,6,6,11,1,3.27,0,0,0,104,1,1176,Not In List,Sun.  6 May 2018,day
www.servicenow.com/success/deploy.html,5,6,11,0,0.45,0,0,0,104,0,163,Not In List,Sun.  6 May 2018,day
www.servicenow.com/success/value-calculator-intelligent-apps.html,5,6,7,0,0.37,0,0,0,104,2,133,Not In List,Sun.  6 May 2018,day
www.servicenow.com/success/optimize.html,5,5,12,0,0.45,0,0,0,104,0,134,Not In List,Sun.  6 May 2018,day
www.servicenow.com/success/value-calculator-csm.html,5,5,9,2,0.26,0,0,0,104,3,79,Not In List,Sun.  6 May 2018,day
www.servicenow.com/success/plan/now/lifecycle.html,5,5,5,0,0.24,0,0,0,104,0,72,Not In List,Sun.  6 May 2018,day
www.servicenow.com/success/value-calculator-it.html,18,18,21,13,0.43,0,0,0,41,17,465,::unspecified::,Sun.  6 May 2018,day
www.servicenow.com/success.html,12,13,23,4,2.14,0,0,0,41,9,1672,::unspecified::,Sun.  6 May 2018,day
www.servicenow.com/success/value-calculator-hr.html,3,4,2,2,0.06,0,0,0,41,4,14,::unspecified::,Sun.  6 May 2018,day
www.servicenow.com/success/value-calculator-csm.html,3,3,3,3,0,0,0,0,41,3,0,::unspecified::,Sun.  6 May 2018,day
www.servicenow.com/success/value-calculator-security-ops.html,3,3,3,2,0.18,0,0,0,41,3,32,::unspecified::,Sun.  6 May 2018,day
www.servicenow.com/success/value-calculator-intelligent-apps.html,2,2,5,1,0.61,0,0,0,41,1,73,::unspecified::,Sun.  6 May 2018,day
www.servicenow.com/success/plan/it/cmdb-deployment.html,2,2,2,2,0,0,0,0,41,2,0,::unspecified::,Sun.  6 May 2018,day
www.servicenow.com/,0,0,0,0,INF,0,0,INF,41,15,0,::unspecified::,Sun.  6 May 2018,day
www.servicenow.com/lpdem/demonow-all.html,0,0,0,0,INF,0,0,INF,41,3,0,::unspecified::,Sun.  6 May 2018,day
info.servicenow.com/LP=5345/,0,0,0,0,INF,0,0,INF,41,2,0,::unspecified::,Sun.  6 May 2018,day
www.servicenow.com/success.html,4,4,5,3,0.12,0,0,0,5,3,28,ACCT0065581,Sun.  6 May 2018,day
www.servicenow.com/success/plan.html,1,1,2,0,0.47,0,0,0,5,0,28,ACCT0065581,Sun.  6 May 2018,day
www.servicenow.com/success/value-calculator-it.html,1,1,1,1,0,0,0,0,5,1,0,ACCT0065581,Sun.  6 May 2018,day
www.servicenow.com/success/value-calculator-intelligent-apps.html,1,1,1,0,2.77,0,0,0,5,0,166,ACCT0065581,Sun.  6 May 2018,day
www.servicenow.com/success/value-calculator-hr.html,1,1,1,0,0.63,0,0,0,5,0,38,ACCT0065581,Sun.  6 May 2018,day
,,,,,,,,,,,,ACCT0071663,Sun.  6 May 2018,day
,,,,,,,,,,,,ACCT0048703,Sun.  6 May 2018,day
,,,,,,,,,,,,ACCT0022476,Sun.  6 May 2018,day
www.servicenow.com/success/value-calculator-it-form-1.html,1,1,1,0,7.77,0,0,0,1,0,466,ACCT0106566,Sun.  6 May 2018,day
,,,,,,,,,,,,ACCT0087337,Sun.  6 May 2018,day
,,,,,,,,,,,,ACCT0087467,Sun.  6 May 2018,day
www.servicenow.com/success.html,138,160,355,24,1.7,0,0,0,254,57,16323,ISP Visitor,Mon.  7 May 2018,day
www.servicenow.com/success/value-calculator-it.html,78,83,199,10,1.17,0,0,0,254,22,5802,ISP Visitor,Mon.  7 May 2018,day
www.servicenow.com/success/plan.html,17,17,30,0,0.88,0,0,0,254,1,901,ISP Visitor,Mon.  7 May 2018,day
www.servicenow.com/success/pillars.html,13,16,27,5,0.67,0,0,0,254,8,641,ISP Visitor,Mon.  7 May 2018,day
www.servicenow.com/success/value-calculator-hr.html,13,13,16,3,1.45,0,0,0,254,4,1130,ISP Visitor,Mon.  7 May 2018,day
www.servicenow.com/success/value-calculator-security-ops.html,12,12,21,3,0.39,0,0,0,254,5,278,ISP Visitor,Mon.  7 May 2018,day
www.servicenow.com/success/value-calculator-csm.html,11,11,24,2,2.3,0,0,0,254,2,1521,ISP Visitor,Mon.  7 May 2018,day
www.servicenow.com/success/value-calculator-it-form-1.html,10,11,21,0,3.85,0,1,9.09,254,0,2539,ISP Visitor,Mon.  7 May 2018,day
www.servicenow.com/success/deploy.html,10,10,21,0,1.96,0,0,0,254,0,1178,ISP Visitor,Mon.  7 May 2018,day
www.servicenow.com/success/value-calculator-intelligent-apps.html,10,10,19,1,1.81,0,0,0,254,3,1087,ISP Visitor,Mon.  7 May 2018,day
www.servicenow.com/success.html,245,264,564,36,2.25,0,0,0,359,97,35591,Not In List,Mon.  7 May 2018,day
www.servicenow.com/success/value-calculator-it.html,85,92,203,21,1.76,0,0,0,359,32,9710,Not In List,Mon.  7 May 2018,day
www.servicenow.com/success/value-calculator-csm.html,26,30,39,13,1.7,0,0,0,359,18,3065,Not In List,Mon.  7 May 2018,day
www.servicenow.com/success/plan.html,22,23,44,1,1.63,0,0,0,359,2,2250,Not In List,Mon.  7 May 2018,day
www.servicenow.com/success/deploy/now/upgrade-servicenow-quicker.html,21,21,39,1,4.37,0,0,0,359,2,5511,Not In List,Mon.  7 May 2018,day
www.servicenow.com/success/value-calculator-hr.html,19,20,46,3,1.82,0,0,0,359,3,2189,Not In List,Mon.  7 May 2018,day
www.servicenow.com/success/deploy.html,18,19,55,0,3.5,0,0,0,359,1,3992,Not In List,Mon.  7 May 2018,day
www.servicenow.com/success/value-calculator-intelligent-apps.html,12,14,18,4,1.89,0,0,0,359,8,1584,Not In List,Mon.  7 May 2018,day
www.servicenow.com/success/deploy/now/innovate-at-scale.html,12,12,21,1,0.66,0,0,0,359,2,474,Not In List,Mon.  7 May 2018,day
www.servicenow.com/success/value-calculator-security-ops.html,11,11,17,2,1.42,0,0,0,359,3,934,Not In List,Mon.  7 May 2018,day
www.servicenow.com/success/value-calculator-it.html,26,27,53,16,1.14,0,0,0,68,24,1839,::unspecified::,Mon.  7 May 2018,day
www.servicenow.com/success.html,24,24,35,9,1.23,0,0,0,68,20,1767,::unspecified::,Mon.  7 May 2018,day
www.servicenow.com/success/value-calculator-hr.html,7,7,8,4,0.3,0,0,0,68,7,127,::unspecified::,Mon.  7 May 2018,day
www.servicenow.com/success/value-calculator-security-ops.html,5,5,5,5,0,0,0,0,68,5,0,::unspecified::,Mon.  7 May 2018,day
www.servicenow.com/success/value-calculator-intelligent-apps.html,2,2,4,0,0.78,0,0,0,68,2,93,::unspecified::,Mon.  7 May 2018,day
www.servicenow.com/success/deploy/now/success-essentials.html,1,3,3,3,0,0,0,0,68,3,0,::unspecified::,Mon.  7 May 2018,day
www.servicenow.com/success/value-calculator-csm.html,1,1,2,0,5.58,0,0,0,68,1,335,::unspecified::,Mon.  7 May 2018,day
www.servicenow.com/success/deploy/now/upgrade-servicenow-quicker.html,1,1,2,0,0.13,0,0,0,68,0,8,::unspecified::,Mon.  7 May 2018,day
www.servicenow.com/success/pillars.html,1,1,1,1,0,0,0,0,68,1,0,::unspecified::,Mon.  7 May 2018,day
www.servicenow.com/success/plan/it/cmdb-deployment.html,1,1,1,1,0,0,0,0,68,1,0,::unspecified::,Mon.  7 May 2018,day
www.servicenow.com/success.html,1,1,1,1,0,0,0,0,2,1,0,ACCT0065581,Mon.  7 May 2018,day
www.servicenow.com/success/value-calculator-it.html,1,1,1,1,0,0,0,0,2,1,0,ACCT0065581,Mon.  7 May 2018,day
www.servicenow.com/success.html,2,2,2,2,0,0,0,0,2,2,0,ACCT0071663,Mon.  7 May 2018,day
www.servicenow.com/success.html,1,1,1,0,0.55,0,0,0,1,0,33,ACCT0048703,Mon.  7 May 2018,day
www.servicenow.com/partners/find-a-partner/deloitte.html,0,0,0,0,INF,0,0,INF,1,1,0,ACCT0048703,Mon.  7 May 2018,day
,,,,,,,,,,,,ACCT0022476,Mon.  7 May 2018,day
,,,,,,,,,,,,ACCT0106566,Mon.  7 May 2018,day
www.servicenow.com/success.html,1,1,1,0,0,0,0,0,1,0,0,ACCT0087337,Mon.  7 May 2018,day
www.servicenow.com/,0,0,0,0,INF,0,0,INF,1,1,0,ACCT0087337,Mon.  7 May 2018,day
,,,,,,,,,,,,ACCT0087467,Mon.  7 May 2018,day
www.servicenow.com/success.html,574,611,934,356,0.84,0,0,0,716,477,30913,ISP Visitor,Tue.  8 May 2018,day
www.servicenow.com/success/value-calculator-it.html,83,83,164,18,0.89,0,0,0,716,29,4419,ISP Visitor,Tue.  8 May 2018,day
www.servicenow.com/success/plan.html,64,68,133,10,0.97,0,0,0,716,11,3970,ISP Visitor,Tue.  8 May 2018,day
www.servicenow.com/success/deploy.html,40,40,80,8,0.92,0,0,0,716,8,2209,ISP Visitor,Tue.  8 May 2018,day
www.servicenow.com/success/optimize.html,39,40,78,8,0.27,0,0,0,716,9,646,ISP Visitor,Tue.  8 May 2018,day
www.servicenow.com/success/extend.html,26,26,56,1,0.92,0,0,0,716,2,1434,ISP Visitor,Tue.  8 May 2018,day
www.servicenow.com/success/plan/start-implementation.html,18,19,26,0,1.51,0,0,0,716,1,1717,ISP Visitor,Tue.  8 May 2018,day
www.servicenow.com/success/plan/it/cmdb-deployment.html,17,18,28,0,1.51,3,0,0,716,0,1636,ISP Visitor,Tue.  8 May 2018,day
www.servicenow.com/success/deploy/now/success-essentials.html,17,17,20,0,1.7,0,0,0,716,0,1738,ISP Visitor,Tue.  8 May 2018,day
www.servicenow.com/success/deploy/now/upgrade-servicenow-quicker.html,16,16,27,0,0.46,0,0,0,716,2,442,ISP Visitor,Tue.  8 May 2018,day
www.servicenow.com/success.html,513,589,1307,186,1.79,0,0,0,688,393,63352,Not In List,Tue.  8 May 2018,day
www.servicenow.com/success/value-calculator-it.html,108,121,356,15,3.08,0,11,9.09,688,52,22338,Not In List,Tue.  8 May 2018,day
www.servicenow.com/success/plan.html,91,111,287,3,2.27,0,1,0.9,688,7,15136,Not In List,Tue.  8 May 2018,day
www.servicenow.com/success/optimize.html,44,53,104,1,0.92,0,0,0,688,7,2919,Not In List,Tue.  8 May 2018,day
www.servicenow.com/success/deploy.html,43,62,199,4,4.57,0,0,0,688,6,16982,Not In List,Tue.  8 May 2018,day
www.servicenow.com/success/deploy/now/upgrade-servicenow-quicker.html,38,50,72,2,1.51,0,0,0,688,9,4545,Not In List,Tue.  8 May 2018,day
www.servicenow.com/success/value-calculator-intelligent-apps.html,36,49,84,3,1.33,0,0,0,688,22,3920,Not In List,Tue.  8 May 2018,day
www.servicenow.com/success/extend.html,32,42,80,3,2.48,0,0,0,688,5,6258,Not In List,Tue.  8 May 2018,day
www.servicenow.com/success/value-calculator-hr.html,29,36,136,1,4.74,0,0,0,688,8,10245,Not In List,Tue.  8 May 2018,day
www.servicenow.com/success/plan/start-implementation.html,27,31,37,0,1.11,0,0,0,688,1,2056,Not In List,Tue.  8 May 2018,day
www.servicenow.com/success.html,169,175,231,86,0.45,0,0,0,241,171,4712,::unspecified::,Tue.  8 May 2018,day
www.servicenow.com/success/value-calculator-it.html,37,38,42,17,0.61,0,1,2.63,241,34,1397,::unspecified::,Tue.  8 May 2018,day
www.servicenow.com/success/value-calculator-hr.html,9,10,25,4,2.87,0,0,0,241,9,1721,::unspecified::,Tue.  8 May 2018,day
www.servicenow.com/success/plan.html,7,7,11,1,0.6,0,0,0,241,4,251,::unspecified::,Tue.  8 May 2018,day
www.servicenow.com/success/value-calculator-intelligent-apps.html,6,6,6,3,0.31,0,0,0,241,5,111,::unspecified::,Tue.  8 May 2018,day
www.servicenow.com/success/value-calculator-csm.html,5,6,12,3,1.14,0,0,0,241,6,409,::unspecified::,Tue.  8 May 2018,day
www.servicenow.com/success/plan/it/cmdb-deployment.html,3,3,3,2,0.39,0,0,0,241,3,70,::unspecified::,Tue.  8 May 2018,day
www.servicenow.com/success/value-calculator-security-ops.html,3,3,3,1,0.99,0,0,0,241,3,179,::unspecified::,Tue.  8 May 2018,day
www.servicenow.com/success/value-calculator-hr-form-1.html,2,3,23,0,7.33,0,17,566.67,241,1,1319,::unspecified::,Tue.  8 May 2018,day
www.servicenow.com/success/optimize/now/improve-self-service.html,2,2,3,0,1.21,0,0,0,241,1,145,::unspecified::,Tue.  8 May 2018,day
www.servicenow.com/success.html,134,134,134,134,0,0,0,0,143,134,0,ACCT0065581,Tue.  8 May 2018,day
www.servicenow.com/success/value-calculator-it.html,4,4,4,4,0,0,0,0,143,4,0,ACCT0065581,Tue.  8 May 2018,day
www.servicenow.com/success/optimize.html,3,3,3,3,0,0,0,0,143,3,0,ACCT0065581,Tue.  8 May 2018,day
www.servicenow.com/success/deploy.html,2,2,2,2,0,0,0,0,143,2,0,ACCT0065581,Tue.  8 May 2018,day
www.servicenow.com/success.html,4,4,5,2,0.69,0,0,0,4,4,166,ACCT0071663,Tue.  8 May 2018,day
www.servicenow.com/success/plan.html,1,1,1,0,0,0,0,0,4,0,0,ACCT0071663,Tue.  8 May 2018,day
,,,,,,,,,,,,ACCT0048703,Tue.  8 May 2018,day
,,,,,,,,,,,,ACCT0022476,Tue.  8 May 2018,day
www.servicenow.com/success.html,2,2,5,0,3.58,0,0,0,2,2,429,ACCT0106566,Tue.  8 May 2018,day
www.servicenow.com/success/plan.html,1,1,5,0,1.35,0,0,0,2,0,81,ACCT0106566,Tue.  8 May 2018,day
www.servicenow.com/success/plan/now/lifecycle.html,1,1,2,0,9.1,0,0,0,2,0,546,ACCT0106566,Tue.  8 May 2018,day
www.servicenow.com/success/deploy.html,1,1,2,0,0.28,0,0,0,2,0,17,ACCT0106566,Tue.  8 May 2018,day
www.servicenow.com/success/deploy/now/success-essentials.html,1,1,1,0,1.63,0,0,0,2,0,98,ACCT0106566,Tue.  8 May 2018,day
www.servicenow.com/success/plan.html,1,1,3,0,0.9,0,0,0,1,0,54,ACCT0087337,Tue.  8 May 2018,day
www.servicenow.com/success.html,1,1,2,0,0.28,0,0,0,1,1,17,ACCT0087337,Tue.  8 May 2018,day
www.servicenow.com/lpbp/hr-knowledge-management.html,1,1,1,0,2.82,0,0,0,1,0,169,ACCT0087337,Tue.  8 May 2018,day
www.servicenow.com/success/plan/hr-knowledge-management.html,1,1,1,0,0.58,0,0,0,1,0,35,ACCT0087337,Tue.  8 May 2018,day
,,,,,,,,,,,,ACCT0087467,Tue.  8 May 2018,day
www.servicenow.com/success.html,256,272,469,99,0.85,0,1,0.37,363,166,13844,ISP Visitor,Wed.  9 May 2018,day
www.servicenow.com/success/value-calculator-it.html,59,62,137,9,0.74,0,0,0,363,21,2755,ISP Visitor,Wed.  9 May 2018,day
www.servicenow.com/success/plan.html,35,38,97,1,2,0,0,0,363,4,4553,ISP Visitor,Wed.  9 May 2018,day
www.servicenow.com/success/plan/start-implementation.html,25,26,29,1,2.06,0,0,0,363,5,3217,ISP Visitor,Wed.  9 May 2018,day
www.servicenow.com/success/value-calculator-hr.html,17,17,44,4,2.52,0,0,0,363,8,2566,ISP Visitor,Wed.  9 May 2018,day
www.servicenow.com/success/deploy.html,16,17,43,2,0.57,0,1,5.88,363,4,582,ISP Visitor,Wed.  9 May 2018,day
www.servicenow.com/success/optimize.html,14,15,23,3,0.28,0,0,0,363,4,248,ISP Visitor,Wed.  9 May 2018,day
www.servicenow.com/success/plan/now/lifecycle.html,14,15,18,0,2.7,0,0,0,363,0,2433,ISP Visitor,Wed.  9 May 2018,day
www.servicenow.com/success/value-calculator-csm.html,13,13,31,2,0.84,0,0,0,363,4,653,ISP Visitor,Wed.  9 May 2018,day
www.servicenow.com/lpbp/where-to-start-the-implementation-with-servicenow.html,12,12,20,0,4.04,0,3,25,363,1,2910,ISP Visitor,Wed.  9 May 2018,day
www.servicenow.com/success.html,313,380,827,78,1.97,0,0,0,459,204,44973,Not In List,Wed.  9 May 2018,day
www.servicenow.com/success/value-calculator-it.html,102,112,341,16,2.67,0,1,0.89,459,32,17941,Not In List,Wed.  9 May 2018,day
www.servicenow.com/success/plan.html,73,86,198,0,2.21,0,0,0,459,5,11399,Not In List,Wed.  9 May 2018,day
www.servicenow.com/success/value-calculator-security-ops.html,36,43,94,3,2.12,0,0,0,459,12,5473,Not In List,Wed.  9 May 2018,day
www.servicenow.com/success/deploy.html,34,46,114,1,3.27,0,0,0,459,9,9037,Not In List,Wed.  9 May 2018,day
www.servicenow.com/success/optimize.html,30,38,78,0,2.05,0,0,0,459,5,4673,Not In List,Wed.  9 May 2018,day
www.servicenow.com/success/value-calculator-hr.html,30,35,97,0,3.08,0,0,0,459,4,6469,Not In List,Wed.  9 May 2018,day
www.servicenow.com/success/value-calculator-security-ops-form-1.html,29,35,71,4,6.32,0,10,28.57,459,5,13279,Not In List,Wed.  9 May 2018,day
www.servicenow.com/success/plan/it/cmdb-deployment.html,28,32,53,1,1.99,0,0,0,459,8,3826,Not In List,Wed.  9 May 2018,day
www.servicenow.com/success/extend.html,20,28,86,3,4.88,0,0,0,459,6,8190,Not In List,Wed.  9 May 2018,day
www.servicenow.com/success.html,66,70,104,26,1.33,0,0,0,132,66,5603,::unspecified::,Wed.  9 May 2018,day
www.servicenow.com/success/value-calculator-it.html,30,30,37,19,1.14,0,0,0,132,29,2058,::unspecified::,Wed.  9 May 2018,day
www.servicenow.com/success/value-calculator-hr.html,7,8,9,2,0.35,0,0,0,132,7,168,::unspecified::,Wed.  9 May 2018,day
www.servicenow.com/success/value-calculator-security-ops.html,7,7,8,1,0.14,0,0,0,132,7,57,::unspecified::,Wed.  9 May 2018,day
www.servicenow.com/success/value-calculator-csm.html,6,6,8,3,0.94,0,0,0,132,6,339,::unspecified::,Wed.  9 May 2018,day
www.servicenow.com/success/plan.html,3,4,4,4,0,0,0,0,132,4,0,::unspecified::,Wed.  9 May 2018,day
www.servicenow.com/success/value-calculator-intelligent-apps.html,3,3,3,1,0.28,0,0,0,132,2,51,::unspecified::,Wed.  9 May 2018,day
www.servicenow.com/success/deploy.html,2,2,7,0,0.68,0,0,0,132,1,81,::unspecified::,Wed.  9 May 2018,day
www.servicenow.com/success/deploy/now/innovate-at-scale.html,2,2,2,2,0,0,0,0,132,2,0,::unspecified::,Wed.  9 May 2018,day
www.servicenow.com/success/deploy/now/incident-response.html,2,2,2,1,0.57,0,0,0,132,1,69,::unspecified::,Wed.  9 May 2018,day
www.servicenow.com/success.html,18,18,18,17,0,0,0,0,22,17,5,ACCT0065581,Wed.  9 May 2018,day
www.servicenow.com/success/deploy.html,1,1,1,1,0,0,0,0,22,1,0,ACCT0065581,Wed.  9 May 2018,day
www.servicenow.com/success/value-calculator-hr.html,1,1,1,1,0,0,0,0,22,1,0,ACCT0065581,Wed.  9 May 2018,day
www.servicenow.com/success/plan/it/cmdb-deployment.html,1,1,1,1,0,0,0,0,22,1,0,ACCT0065581,Wed.  9 May 2018,day
www.servicenow.com/success/value-calculator-it.html,1,1,1,1,0,0,0,0,22,1,0,ACCT0065581,Wed.  9 May 2018,day
www.servicenow.com/,0,0,0,0,INF,0,0,INF,22,1,0,ACCT0065581,Wed.  9 May 2018,day
www.servicenow.com/success.html,1,1,2,0,0.9,0,0,0,1,0,54,ACCT0071663,Wed.  9 May 2018,day
www.servicenow.com/success/deploy/now/upgrade-servicenow-quicker.html,1,1,1,0,0.55,0,0,0,1,0,33,ACCT0071663,Wed.  9 May 2018,day
www.servicenow.com/,0,0,0,0,INF,0,0,INF,1,1,0,ACCT0071663,Wed.  9 May 2018,day
www.servicenow.com/success.html,2,2,2,1,0,0,0,0,2,1,0,ACCT0048703,Wed.  9 May 2018,day
www.servicenow.com/,0,0,0,0,INF,0,0,INF,2,1,0,ACCT0048703,Wed.  9 May 2018,day
,,,,,,,,,,,,ACCT0022476,Wed.  9 May 2018,day
www.servicenow.com/success.html,2,2,2,0,0.26,0,0,0,3,0,31,ACCT0106566,Wed.  9 May 2018,day
www.servicenow.com/success/value-calculator-it.html,1,1,1,0,0.12,0,0,0,3,0,7,ACCT0106566,Wed.  9 May 2018,day
www.servicenow.com/,0,0,0,0,INF,0,0,INF,3,1,0,ACCT0106566,Wed.  9 May 2018,day
www.servicenow.com/lpdem/demonow-all.html,0,0,0,0,INF,0,0,INF,3,1,0,ACCT0106566,Wed.  9 May 2018,day
www.servicenow.com/products-by-category.html,0,0,0,0,INF,0,0,INF,3,1,0,ACCT0106566,Wed.  9 May 2018,day
,,,,,,,,,,,,ACCT0087337,Wed.  9 May 2018,day
,,,,,,,,,,,,ACCT0087467,Wed.  9 May 2018,day
www.servicenow.com/success.html,149,161,284,42,0.97,0,0,0,233,75,9364,ISP Visitor,Thu. 10 May 2018,day
www.servicenow.com/success/value-calculator-it.html,55,55,113,8,1.07,0,0,0,233,12,3544,ISP Visitor,Thu. 10 May 2018,day
www.servicenow.com/success/plan.html,22,22,44,2,0.54,0,0,0,233,2,708,ISP Visitor,Thu. 10 May 2018,day
www.servicenow.com/success/plan/it/cmdb-deployment.html,12,14,26,5,0.95,0,0,0,233,8,801,ISP Visitor,Thu. 10 May 2018,day
www.servicenow.com/success/optimize.html,12,13,23,1,0.4,0,0,0,233,3,314,ISP Visitor,Thu. 10 May 2018,day
www.servicenow.com/success/deploy.html,11,13,19,1,0.96,0,0,0,233,3,749,ISP Visitor,Thu. 10 May 2018,day
www.servicenow.com/success/plan/start-implementation.html,10,10,16,3,2.36,0,0,0,233,3,1414,ISP Visitor,Thu. 10 May 2018,day
www.servicenow.com/success/value-calculator-hr.html,9,10,23,1,1.1,0,0,0,233,1,659,ISP Visitor,Thu. 10 May 2018,day
www.servicenow.com/success/plan/start-implementation/stage1.html,6,7,7,0,0.71,0,0,0,233,0,300,ISP Visitor,Thu. 10 May 2018,day
www.servicenow.com/success/plan/now/lifecycle.html,6,6,7,0,1.54,0,0,0,233,0,554,ISP Visitor,Thu. 10 May 2018,day
www.servicenow.com/success.html,196,253,660,43,1.68,0,0,0,289,123,25436,Not In List,Thu. 10 May 2018,day
www.servicenow.com/success/value-calculator-it.html,64,77,210,8,3.26,0,0,0,289,22,15049,Not In List,Thu. 10 May 2018,day
www.servicenow.com/success/plan.html,48,61,163,3,3.53,0,0,0,289,12,12927,Not In List,Thu. 10 May 2018,day
www.servicenow.com/success/deploy.html,27,37,72,0,1.93,0,0,0,289,8,4284,Not In List,Thu. 10 May 2018,day
www.servicenow.com/success/plan/start-implementation.html,20,23,30,2,0.48,0,0,0,289,2,657,Not In List,Thu. 10 May 2018,day
www.servicenow.com/success/value-calculator-hr.html,19,26,78,4,2.15,0,0,0,289,10,3357,Not In List,Thu. 10 May 2018,day
www.servicenow.com/success/deploy/now/upgrade-servicenow-quicker.html,18,24,35,0,1.48,0,0,0,289,6,2137,Not In List,Thu. 10 May 2018,day
www.servicenow.com/success/pillars.html,16,23,32,2,2.76,0,0,0,289,5,3810,Not In List,Thu. 10 May 2018,day
www.servicenow.com/success/plan/it/cmdb-deployment.html,15,17,37,0,1.44,2,0,0,289,2,1469,Not In List,Thu. 10 May 2018,day
www.servicenow.com/success/value-calculator-csm.html,13,17,55,2,4.1,0,0,0,289,5,4179,Not In List,Thu. 10 May 2018,day
www.servicenow.com/success.html,42,43,58,18,0.39,0,0,0,75,39,997,::unspecified::,Thu. 10 May 2018,day
www.servicenow.com/success/value-calculator-it.html,13,15,35,6,3.1,0,0,0,75,15,2787,::unspecified::,Thu. 10 May 2018,day
www.servicenow.com/success/value-calculator-csm.html,4,4,4,3,4.25,0,0,0,75,4,1021,::unspecified::,Thu. 10 May 2018,day
www.servicenow.com/success/plan.html,3,4,4,3,1.05,0,0,0,75,4,252,::unspecified::,Thu. 10 May 2018,day
www.servicenow.com/success/value-calculator-hr.html,3,3,3,0,0.24,0,0,0,75,3,44,::unspecified::,Thu. 10 May 2018,day
www.servicenow.com/success/pillars.html,2,3,2,1,0.58,0,0,0,75,3,104,::unspecified::,Thu. 10 May 2018,day
www.servicenow.com/success/plan/it/cmdb-deployment.html,2,2,2,2,0,0,0,0,75,2,0,::unspecified::,Thu. 10 May 2018,day
www.servicenow.com/success/value-calculator-security-ops.html,1,1,2,0,0.65,0,0,0,75,1,39,::unspecified::,Thu. 10 May 2018,day
www.servicenow.com/success/value-calculator-intelligent-apps.html,1,1,1,1,0,0,0,0,75,1,0,::unspecified::,Thu. 10 May 2018,day
www.servicenow.com/success/plan/start-implementation.html,1,1,1,1,0,0,0,0,75,1,0,::unspecified::,Thu. 10 May 2018,day
www.servicenow.com/success.html,13,13,13,13,0,0,0,0,15,13,0,ACCT0065581,Thu. 10 May 2018,day
www.servicenow.com/success/deploy/now/success-essentials.html,1,1,1,1,0,0,0,0,15,1,0,ACCT0065581,Thu. 10 May 2018,day
www.servicenow.com/success/plan/start-implementation.html,1,1,1,1,0,0,0,0,15,1,0,ACCT0065581,Thu. 10 May 2018,day
www.servicenow.com/success/value-calculator-csm.html,1,1,1,0,0.37,0,0,0,1,0,22,ACCT0071663,Thu. 10 May 2018,day
www.servicenow.com/products/customer-service-management.html,0,0,0,0,INF,0,0,INF,1,1,0,ACCT0071663,Thu. 10 May 2018,day
,,,,,,,,,,,,ACCT0048703,Thu. 10 May 2018,day
,,,,,,,,,,,,ACCT0022476,Thu. 10 May 2018,day
,,,,,,,,,,,,ACCT0106566,Thu. 10 May 2018,day
www.servicenow.com/success.html,2,2,3,0,0.33,0,0,0,2,0,39,ACCT0087337,Thu. 10 May 2018,day
www.servicenow.com/success/plan.html,1,1,2,0,0.15,0,0,0,2,0,9,ACCT0087337,Thu. 10 May 2018,day
www.servicenow.com/,0,0,0,0,INF,0,0,INF,2,1,0,ACCT0087337,Thu. 10 May 2018,day
www.servicenow.com/now-platform.html,0,0,0,0,INF,0,0,INF,2,1,0,ACCT0087337,Thu. 10 May 2018,day
,,,,,,,,,,,,ACCT0087467,Thu. 10 May 2018,day
www.servicenow.com/success.html,123,131,332,43,1.03,0,0,0,196,77,8101,ISP Visitor,Fri. 11 May 2018,day
www.servicenow.com/success/value-calculator-it.html,38,40,66,7,2.83,0,0,0,196,10,6787,ISP Visitor,Fri. 11 May 2018,day
www.servicenow.com/success/plan.html,16,16,34,0,0.69,0,0,0,196,0,664,ISP Visitor,Fri. 11 May 2018,day
www.servicenow.com/success/value-calculator-hr.html,12,14,35,4,1.09,0,0,0,196,5,913,ISP Visitor,Fri. 11 May 2018,day
www.servicenow.com/success/deploy.html,11,11,20,2,0.56,0,0,0,196,2,372,ISP Visitor,Fri. 11 May 2018,day
