item,Unique Visitors,Visits,Page Views,Bounces,Time Spent on Page (min),e89 Video Views,e17 Form Success,Form Submission Rate,Total Weekly Unique Visitors,Entries,Total Time Spent,Account Number,Date,Granularity
www.servicenow.com/success/value-calculator-csm.html,1,1,1,1,0,0,0,0,37,1,0,::unspecified::,Tue.  6 Feb. 2018,day
www.servicenow.com/success/value-calculator-csm-form.html,1,1,1,0,0.12,0,0,0,37,1,7,::unspecified::,Tue.  6 Feb. 2018,day
www.servicenow.com/,0,0,0,0,INF,0,0,INF,37,10,0,::unspecified::,Tue.  6 Feb. 2018,day
,,,,,,,,,,,,ACCT0106566,Tue.  6 Feb. 2018,day
www.servicenow.com/success/value-calculator-csm.html,1,1,1,0,0.25,0,0,0,1,0,15,ACCT0080490,Tue.  6 Feb. 2018,day
www.servicenow.com/,0,0,0,0,INF,0,0,INF,1,1,0,ACCT0080490,Tue.  6 Feb. 2018,day
,,,,,,,,,,,,ACCT0065581,Tue.  6 Feb. 2018,day
,,,,,,,,,,,,ACCT0000737,Tue.  6 Feb. 2018,day
,,,,,,,,,,,,ACCT0004149,Tue.  6 Feb. 2018,day
,,,,,,,,,,,,ACCT0047511,Tue.  6 Feb. 2018,day
,,,,,,,,,,,,ACCT0009231,Tue.  6 Feb. 2018,day
www.servicenow.com/success/value-calculator-it.html,31,33,85,5,2.26,0,0,0,44,18,4474,ISP Visitor,Wed.  7 Feb. 2018,day
www.servicenow.com/success/value-calculator-csm.html,12,12,33,2,3.46,0,0,0,44,4,2489,ISP Visitor,Wed.  7 Feb. 2018,day
www.servicenow.com/success/value-calculator-security-ops.html,7,8,13,3,2.72,0,0,0,44,3,1306,ISP Visitor,Wed.  7 Feb. 2018,day
www.servicenow.com/success/value-calculator-it-form.html,7,7,16,0,1.95,0,4,57.14,44,1,821,ISP Visitor,Wed.  7 Feb. 2018,day
www.servicenow.com/success/value-calculator-hr.html,4,4,15,0,3.79,0,0,0,44,1,909,ISP Visitor,Wed.  7 Feb. 2018,day
www.servicenow.com/success/value-calculator-intelligent-apps.html,3,3,6,0,1.24,0,0,0,44,0,223,ISP Visitor,Wed.  7 Feb. 2018,day
www.servicenow.com/success/value-calculator-security-ops-form.html,2,3,4,0,2.02,0,1,33.33,44,1,364,ISP Visitor,Wed.  7 Feb. 2018,day
www.servicenow.com/success/value-calculator-hr-form.html,2,2,4,0,0.25,0,2,100,44,0,30,ISP Visitor,Wed.  7 Feb. 2018,day
www.servicenow.com/success/value-calculator-it-form-1.html,1,1,4,0,3.1,0,0,0,44,0,186,ISP Visitor,Wed.  7 Feb. 2018,day
www.servicenow.com/success/value-calculator-intelligent-apps-form.html,1,1,1,0,0,0,0,0,44,0,0,ISP Visitor,Wed.  7 Feb. 2018,day
www.servicenow.com/success/value-calculator-it.html,36,41,101,8,2.42,0,0,0,60,23,5963,Not In List,Wed.  7 Feb. 2018,day
www.servicenow.com/success/value-calculator-csm.html,19,22,50,3,4.9,0,0,0,60,11,6468,Not In List,Wed.  7 Feb. 2018,day
www.servicenow.com/success/value-calculator-hr.html,12,12,29,0,0.81,0,0,0,60,2,581,Not In List,Wed.  7 Feb. 2018,day
www.servicenow.com/success/value-calculator-security-ops.html,9,10,21,1,0.68,0,0,0,60,3,407,Not In List,Wed.  7 Feb. 2018,day
www.servicenow.com/success/value-calculator-csm-form.html,9,9,14,2,0.95,0,2,22.22,60,4,515,Not In List,Wed.  7 Feb. 2018,day
www.servicenow.com/success/value-calculator-it-form.html,5,5,8,0,1.39,0,3,60,60,0,417,Not In List,Wed.  7 Feb. 2018,day
www.servicenow.com/success/value-calculator-intelligent-apps.html,2,2,11,0,10.35,0,0,0,60,1,1242,Not In List,Wed.  7 Feb. 2018,day
www.servicenow.com/success/value-calculator-hr-form.html,2,2,3,0,1.12,0,1,50,60,0,135,Not In List,Wed.  7 Feb. 2018,day
www.servicenow.com/success/value-calculator-security-ops-form.html,1,1,1,0,0.22,0,0,0,60,0,13,Not In List,Wed.  7 Feb. 2018,day
www.servicenow.com/success/value-calculator-csm-form-1.html,1,1,1,0,0,0,0,0,60,0,0,Not In List,Wed.  7 Feb. 2018,day
www.servicenow.com/success/value-calculator-it.html,21,22,38,6,1.09,0,0,0,31,21,1440,::unspecified::,Wed.  7 Feb. 2018,day
www.servicenow.com/success/value-calculator-hr.html,4,4,11,0,1.25,0,0,0,31,3,301,::unspecified::,Wed.  7 Feb. 2018,day
www.servicenow.com/success/value-calculator-security-ops.html,3,3,9,1,0.88,0,0,0,31,3,159,::unspecified::,Wed.  7 Feb. 2018,day
www.servicenow.com/success/value-calculator-csm.html,3,3,3,2,2.18,0,0,0,31,3,392,::unspecified::,Wed.  7 Feb. 2018,day
www.servicenow.com/,0,0,0,0,INF,0,0,INF,31,4,0,::unspecified::,Wed.  7 Feb. 2018,day
www.servicenow.com/lpwbr/the-total-economic-impact-of-servicenow.html,0,0,0,0,INF,0,0,INF,31,1,0,::unspecified::,Wed.  7 Feb. 2018,day
www.servicenow.com/resources.html,0,0,0,0,INF,0,0,INF,31,1,0,::unspecified::,Wed.  7 Feb. 2018,day
,,,,,,,,,,,,ACCT0106566,Wed.  7 Feb. 2018,day
www.servicenow.com/success/value-calculator-csm.html,1,1,4,0,0.55,0,0,0,1,0,33,ACCT0080490,Wed.  7 Feb. 2018,day
www.servicenow.com/success/value-calculator-it.html,1,1,1,0,0.33,0,0,0,1,1,20,ACCT0080490,Wed.  7 Feb. 2018,day
,,,,,,,,,,,,ACCT0065581,Wed.  7 Feb. 2018,day
,,,,,,,,,,,,ACCT0000737,Wed.  7 Feb. 2018,day
,,,,,,,,,,,,ACCT0004149,Wed.  7 Feb. 2018,day
,,,,,,,,,,,,ACCT0047511,Wed.  7 Feb. 2018,day
,,,,,,,,,,,,ACCT0009231,Wed.  7 Feb. 2018,day
www.servicenow.com/success/value-calculator-it.html,31,43,117,9,6.34,0,0,0,48,30,16350,ISP Visitor,Thu.  8 Feb. 2018,day
www.servicenow.com/success/value-calculator-it-form.html,12,14,21,7,1.72,0,4,28.57,48,8,1443,ISP Visitor,Thu.  8 Feb. 2018,day
www.servicenow.com/success/value-calculator-hr.html,10,13,32,1,9.33,0,0,0,48,1,7278,ISP Visitor,Thu.  8 Feb. 2018,day
www.servicenow.com/success/value-calculator-csm.html,10,11,47,0,5.81,0,0,0,48,0,3834,ISP Visitor,Thu.  8 Feb. 2018,day
www.servicenow.com/success/value-calculator-security-ops.html,9,11,20,3,3.87,0,0,0,48,3,2553,ISP Visitor,Thu.  8 Feb. 2018,day
www.servicenow.com/success/value-calculator-intelligent-apps.html,7,9,20,0,4.63,0,0,0,48,0,2498,ISP Visitor,Thu.  8 Feb. 2018,day
www.servicenow.com/success/value-calculator-hr-form.html,2,2,4,0,0.71,0,2,100,48,0,85,ISP Visitor,Thu.  8 Feb. 2018,day
www.servicenow.com/success/value-calculator-csm-form.html,1,1,4,0,3.53,0,1,100,48,0,212,ISP Visitor,Thu.  8 Feb. 2018,day
www.servicenow.com/success/value-calculator-it-form-1.html,1,1,1,0,16.38,0,0,0,48,0,983,ISP Visitor,Thu.  8 Feb. 2018,day
www.servicenow.com/,0,0,0,0,INF,0,0,INF,48,6,0,ISP Visitor,Thu.  8 Feb. 2018,day
www.servicenow.com/success/value-calculator-it.html,32,34,86,7,2.07,0,0,0,43,16,4222,Not In List,Thu.  8 Feb. 2018,day
www.servicenow.com/success/value-calculator-csm.html,10,10,38,2,5.38,0,0,0,43,3,3231,Not In List,Thu.  8 Feb. 2018,day
www.servicenow.com/success/value-calculator-hr.html,9,10,17,1,2.39,0,0,0,43,5,1435,Not In List,Thu.  8 Feb. 2018,day
www.servicenow.com/success/value-calculator-intelligent-apps.html,5,5,10,0,1.06,0,0,0,43,1,318,Not In List,Thu.  8 Feb. 2018,day
www.servicenow.com/success/value-calculator-security-ops.html,4,4,9,0,0.8,0,0,0,43,0,191,Not In List,Thu.  8 Feb. 2018,day
www.servicenow.com/success/value-calculator-it-form.html,3,3,12,0,5.75,0,5,166.67,43,0,1035,Not In List,Thu.  8 Feb. 2018,day
www.servicenow.com/success/value-calculator-hr-form.html,2,2,3,0,2.83,0,1,50,43,1,339,Not In List,Thu.  8 Feb. 2018,day
www.servicenow.com/success/value-calculator-csm-form.html,2,2,2,0,0.24,0,0,0,43,0,29,Not In List,Thu.  8 Feb. 2018,day
www.servicenow.com/success/value-calculator-security-ops-form.html,1,1,2,0,4.28,0,1,100,43,0,257,Not In List,Thu.  8 Feb. 2018,day
www.servicenow.com/success/value-calculator-it-form-1.html,1,1,1,0,0.5,0,0,0,43,0,30,Not In List,Thu.  8 Feb. 2018,day
www.servicenow.com/success/value-calculator-it.html,18,18,32,5,0.89,0,0,0,30,17,965,::unspecified::,Thu.  8 Feb. 2018,day
www.servicenow.com/success/value-calculator-csm.html,5,5,6,3,0.21,0,0,0,30,4,62,::unspecified::,Thu.  8 Feb. 2018,day
www.servicenow.com/success/value-calculator-it-form.html,3,3,3,3,0,0,0,0,30,3,0,::unspecified::,Thu.  8 Feb. 2018,day
www.servicenow.com/success/value-calculator-hr.html,2,2,8,0,5.78,0,0,0,30,2,694,::unspecified::,Thu.  8 Feb. 2018,day
www.servicenow.com/success/value-calculator-intelligent-apps.html,2,2,7,0,1.06,0,0,0,30,1,127,::unspecified::,Thu.  8 Feb. 2018,day
www.servicenow.com/success/value-calculator-security-ops.html,2,2,2,2,0,0,0,0,30,2,0,::unspecified::,Thu.  8 Feb. 2018,day
www.servicenow.com/,0,0,0,0,INF,0,0,INF,30,4,0,::unspecified::,Thu.  8 Feb. 2018,day
www.servicenow.com/lpayr/forrester-study-tei-of-servicenow-security-ops.html,0,0,0,0,INF,0,0,INF,30,1,0,::unspecified::,Thu.  8 Feb. 2018,day
www.servicenow.com/success/value-calculator-it.html,1,1,8,0,2.08,0,0,0,1,1,125,ACCT0106566,Thu.  8 Feb. 2018,day
www.servicenow.com/success/value-calculator-it.html,1,1,3,0,0.18,0,0,0,1,0,11,ACCT0080490,Thu.  8 Feb. 2018,day
,,,,,,,,,,,,ACCT0065581,Thu.  8 Feb. 2018,day
,,,,,,,,,,,,ACCT0000737,Thu.  8 Feb. 2018,day
,,,,,,,,,,,,ACCT0004149,Thu.  8 Feb. 2018,day
,,,,,,,,,,,,ACCT0047511,Thu.  8 Feb. 2018,day
,,,,,,,,,,,,ACCT0009231,Thu.  8 Feb. 2018,day
www.servicenow.com/success/value-calculator-it.html,28,29,100,2,2.53,0,0,0,50,11,4398,ISP Visitor,Fri.  9 Feb. 2018,day
www.servicenow.com/success/value-calculator-it-form.html,17,17,30,7,2.22,0,6,35.29,50,8,2266,ISP Visitor,Fri.  9 Feb. 2018,day
www.servicenow.com/success/value-calculator-hr.html,15,18,58,2,1.63,0,0,0,50,6,1763,ISP Visitor,Fri.  9 Feb. 2018,day
www.servicenow.com/success/value-calculator-csm.html,8,9,27,0,2.19,0,0,0,50,1,1183,ISP Visitor,Fri.  9 Feb. 2018,day
www.servicenow.com/success/value-calculator-security-ops.html,6,6,17,1,2.32,0,0,0,50,1,834,ISP Visitor,Fri.  9 Feb. 2018,day
www.servicenow.com/success/value-calculator-intelligent-apps.html,3,3,6,0,0.29,0,0,0,50,0,53,ISP Visitor,Fri.  9 Feb. 2018,day
www.servicenow.com/success/value-calculator-hr-form.html,2,2,7,0,6.58,0,4,200,50,0,790,ISP Visitor,Fri.  9 Feb. 2018,day
www.servicenow.com/success/value-calculator-csm-form.html,2,2,4,0,0.25,0,2,100,50,0,30,ISP Visitor,Fri.  9 Feb. 2018,day
www.servicenow.com/success/value-calculator-security-ops-form.html,2,2,3,0,15.91,0,1,50,50,1,1909,ISP Visitor,Fri.  9 Feb. 2018,day
www.servicenow.com/success/value-calculator-it-form-1.html,1,1,1,0,19.2,0,0,0,50,0,1152,ISP Visitor,Fri.  9 Feb. 2018,day
www.servicenow.com/success/value-calculator-it.html,33,40,92,8,1.89,0,0,0,44,22,4547,Not In List,Fri.  9 Feb. 2018,day
www.servicenow.com/success/value-calculator-hr.html,10,11,45,0,4.42,0,0,0,44,4,2916,Not In List,Fri.  9 Feb. 2018,day
www.servicenow.com/success/value-calculator-security-ops.html,9,12,23,4,3.21,0,0,0,44,4,2312,Not In List,Fri.  9 Feb. 2018,day
www.servicenow.com/success/value-calculator-csm.html,7,8,10,0,0.34,0,0,0,44,0,161,Not In List,Fri.  9 Feb. 2018,day
www.servicenow.com/success/value-calculator-intelligent-apps.html,6,6,14,0,5.05,0,0,0,44,0,1818,Not In List,Fri.  9 Feb. 2018,day
www.servicenow.com/success/value-calculator-it-form.html,5,5,10,0,4.21,0,5,100,44,0,1262,Not In List,Fri.  9 Feb. 2018,day
www.servicenow.com/success/value-calculator-hr-form.html,4,4,6,0,0.52,0,1,25,44,0,125,Not In List,Fri.  9 Feb. 2018,day
www.servicenow.com/success/value-calculator-security-ops-form.html,2,3,6,0,2.11,0,3,100,44,0,380,Not In List,Fri.  9 Feb. 2018,day
www.servicenow.com/success/value-calculator.html,2,2,3,0,0.14,0,0,0,44,0,17,Not In List,Fri.  9 Feb. 2018,day
www.servicenow.com/success/value-calculator-intelligent-apps-form.html,1,1,2,0,1.68,0,1,100,44,0,101,Not In List,Fri.  9 Feb. 2018,day
www.servicenow.com/success/value-calculator-it.html,15,17,39,6,1.13,0,0,0,24,17,1156,::unspecified::,Fri.  9 Feb. 2018,day
www.servicenow.com/success/value-calculator-hr.html,7,7,17,2,0.45,0,0,0,24,7,188,::unspecified::,Fri.  9 Feb. 2018,day
www.servicenow.com/success/value-calculator-csm.html,1,1,1,1,0,0,0,0,24,1,0,::unspecified::,Fri.  9 Feb. 2018,day
www.servicenow.com/success/value-calculator-itsm.html,1,1,1,0,0.38,0,0,0,24,1,23,::unspecified::,Fri.  9 Feb. 2018,day
www.servicenow.com/,0,0,0,0,INF,0,0,INF,24,8,0,::unspecified::,Fri.  9 Feb. 2018,day
www.servicenow.com/success,0,0,0,0,INF,0,0,INF,24,1,0,::unspecified::,Fri.  9 Feb. 2018,day
info.servicenow.com/LP=5759/,0,0,0,0,INF,0,0,INF,24,1,0,::unspecified::,Fri.  9 Feb. 2018,day
www.servicenow.com/company.html,0,0,0,0,INF,0,0,INF,24,1,0,::unspecified::,Fri.  9 Feb. 2018,day
www.servicenow.com/lpwhp/service-automation-platform.html,0,0,0,0,INF,0,0,INF,24,1,0,::unspecified::,Fri.  9 Feb. 2018,day
,,,,,,,,,,,,ACCT0106566,Fri.  9 Feb. 2018,day
,,,,,,,,,,,,ACCT0080490,Fri.  9 Feb. 2018,day
,,,,,,,,,,,,ACCT0065581,Fri.  9 Feb. 2018,day
,,,,,,,,,,,,ACCT0000737,Fri.  9 Feb. 2018,day
,,,,,,,,,,,,ACCT0004149,Fri.  9 Feb. 2018,day
,,,,,,,,,,,,ACCT0047511,Fri.  9 Feb. 2018,day
,,,,,,,,,,,,ACCT0009231,Fri.  9 Feb. 2018,day
www.servicenow.com/success/value-calculator-it.html,7,7,15,0,1.34,0,0,0,11,4,561,ISP Visitor,Sat. 10 Feb. 2018,day
www.servicenow.com/success/value-calculator-csm.html,2,2,11,0,2.34,0,0,0,11,0,281,ISP Visitor,Sat. 10 Feb. 2018,day
www.servicenow.com/success/value-calculator-intelligent-apps.html,2,2,8,0,1,0,0,0,11,1,120,ISP Visitor,Sat. 10 Feb. 2018,day
www.servicenow.com/success/value-calculator-it-form.html,2,2,5,0,0.52,0,3,150,11,0,62,ISP Visitor,Sat. 10 Feb. 2018,day
www.servicenow.com/success/value-calculator-security-ops.html,2,2,3,0,0.22,0,0,0,11,1,26,ISP Visitor,Sat. 10 Feb. 2018,day
www.servicenow.com/success/value-calculator-hr.html,1,1,5,0,0.55,0,0,0,11,1,33,ISP Visitor,Sat. 10 Feb. 2018,day
www.servicenow.com/solutions-by-category.html,0,0,0,0,INF,0,0,INF,11,1,0,ISP Visitor,Sat. 10 Feb. 2018,day
www.servicenow.com/success/value-calculator-it.html,3,3,6,0,0.81,0,0,0,3,1,145,Not In List,Sat. 10 Feb. 2018,day
www.servicenow.com/success/value-calculator-csm-form.html,2,3,3,0,0.65,0,1,33.33,3,1,117,Not In List,Sat. 10 Feb. 2018,day
www.servicenow.com/success/value-calculator-intelligent-apps.html,2,2,9,0,1.39,0,0,0,3,0,167,Not In List,Sat. 10 Feb. 2018,day
www.servicenow.com/success/value-calculator-it-form.html,2,2,5,0,10.95,0,1,50,3,0,1314,Not In List,Sat. 10 Feb. 2018,day
www.servicenow.com/success/value-calculator-csm.html,2,2,5,0,0.7,0,0,0,3,0,84,Not In List,Sat. 10 Feb. 2018,day
www.servicenow.com/success/value-calculator-security-ops.html,1,2,2,0,0.35,0,0,0,3,0,42,Not In List,Sat. 10 Feb. 2018,day
www.servicenow.com/success/,1,1,1,0,0.12,0,0,0,3,0,7,Not In List,Sat. 10 Feb. 2018,day
www.servicenow.com/,0,0,0,0,INF,0,0,INF,3,1,0,Not In List,Sat. 10 Feb. 2018,day
www.servicenow.com/success/value-calculator-it.html,12,12,12,9,0.41,0,0,0,17,12,293,::unspecified::,Sat. 10 Feb. 2018,day
www.servicenow.com/success/value-calculator-security-ops.html,2,2,3,1,0.12,0,0,0,17,2,14,::unspecified::,Sat. 10 Feb. 2018,day
www.servicenow.com/success/value-calculator-it-form.html,1,1,2,0,0.85,0,1,100,17,1,51,::unspecified::,Sat. 10 Feb. 2018,day
www.servicenow.com/success/value-calculator-csm.html,1,1,1,0,10.3,0,0,0,17,1,618,::unspecified::,Sat. 10 Feb. 2018,day
www.servicenow.com/success/value-calculator-hr.html,1,1,1,0,0.65,0,0,0,17,1,39,::unspecified::,Sat. 10 Feb. 2018,day
www.servicenow.com/,0,0,0,0,INF,0,0,INF,17,2,0,::unspecified::,Sat. 10 Feb. 2018,day
,,,,,,,,,,,,ACCT0106566,Sat. 10 Feb. 2018,day
www.servicenow.com/success/value-calculator-it.html,1,1,6,0,0.4,0,0,0,1,0,24,ACCT0080490,Sat. 10 Feb. 2018,day
,,,,,,,,,,,,ACCT0065581,Sat. 10 Feb. 2018,day
,,,,,,,,,,,,ACCT0000737,Sat. 10 Feb. 2018,day
,,,,,,,,,,,,ACCT0004149,Sat. 10 Feb. 2018,day
,,,,,,,,,,,,ACCT0047511,Sat. 10 Feb. 2018,day
,,,,,,,,,,,,ACCT0009231,Sat. 10 Feb. 2018,day
www.servicenow.com/success/value-calculator-it.html,9,9,34,0,0.91,0,0,0,16,2,490,ISP Visitor,Sun. 11 Feb. 2018,day
www.servicenow.com/success/value-calculator-it-form.html,4,4,6,0,0.46,0,2,50,16,0,110,ISP Visitor,Sun. 11 Feb. 2018,day
www.servicenow.com/success/value-calculator-hr.html,3,3,8,1,0.27,0,0,0,16,1,48,ISP Visitor,Sun. 11 Feb. 2018,day
www.servicenow.com/success/value-calculator-security-ops.html,2,2,5,0,0.28,0,0,0,16,0,34,ISP Visitor,Sun. 11 Feb. 2018,day
www.servicenow.com/success/%20value-calculator-it.html,1,1,2,0,0.07,0,0,0,16,1,4,ISP Visitor,Sun. 11 Feb. 2018,day
www.servicenow.com/success/value-calculator-intelligent-apps.html,1,1,1,0,0.42,0,0,0,16,0,25,ISP Visitor,Sun. 11 Feb. 2018,day
www.servicenow.com/,0,0,0,0,INF,0,0,INF,16,4,0,ISP Visitor,Sun. 11 Feb. 2018,day
www.servicenow.com/products/application-portfolio-management.html,0,0,0,0,INF,0,0,INF,16,1,0,ISP Visitor,Sun. 11 Feb. 2018,day
www.servicenow.com/services/training-and-certification/certified-system.html,0,0,0,0,INF,0,0,INF,16,1,0,ISP Visitor,Sun. 11 Feb. 2018,day
www.servicenow.com/solutions/improve-it-service-delivery.html,0,0,0,0,INF,0,0,INF,16,1,0,ISP Visitor,Sun. 11 Feb. 2018,day
www.servicenow.com/success/value-calculator-it.html,2,2,7,0,3.08,0,0,0,5,1,369,Not In List,Sun. 11 Feb. 2018,day
www.servicenow.com/success/value-calculator-csm-form.html,1,1,1,1,0,0,0,0,5,1,0,Not In List,Sun. 11 Feb. 2018,day
www.servicenow.com/success/value-calculator-hr.html,1,1,1,0,1.68,0,0,0,5,0,101,Not In List,Sun. 11 Feb. 2018,day
www.servicenow.com/success/value-calculator-it-form.html,1,1,1,0,0.13,0,0,0,5,0,8,Not In List,Sun. 11 Feb. 2018,day
www.servicenow.com/success/value-calculator-csm.html,1,1,1,0,0.07,0,0,0,5,0,4,Not In List,Sun. 11 Feb. 2018,day
www.servicenow.com/,0,0,0,0,INF,0,0,INF,5,3,0,Not In List,Sun. 11 Feb. 2018,day
www.servicenow.com/success/value-calculator-it.html,9,9,18,3,0.38,0,0,0,12,9,204,::unspecified::,Sun. 11 Feb. 2018,day
www.servicenow.com/success/value-calculator-hr.html,2,2,3,1,0.06,0,0,0,12,2,7,::unspecified::,Sun. 11 Feb. 2018,day
www.servicenow.com/success/value-calculator-csm.html,1,1,1,1,0,0,0,0,12,1,0,::unspecified::,Sun. 11 Feb. 2018,day
www.servicenow.com/lpayr/forrester-study-tei-of-servicenow-security-ops.html,0,0,0,0,INF,0,0,INF,12,1,0,::unspecified::,Sun. 11 Feb. 2018,day
,,,,,,,,,,,,ACCT0106566,Sun. 11 Feb. 2018,day
,,,,,,,,,,,,ACCT0080490,Sun. 11 Feb. 2018,day
,,,,,,,,,,,,ACCT0065581,Sun. 11 Feb. 2018,day
,,,,,,,,,,,,ACCT0000737,Sun. 11 Feb. 2018,day
,,,,,,,,,,,,ACCT0004149,Sun. 11 Feb. 2018,day
,,,,,,,,,,,,ACCT0047511,Sun. 11 Feb. 2018,day
,,,,,,,,,,,,ACCT0009231,Sun. 11 Feb. 2018,day
www.servicenow.com/success/value-calculator-it.html,41,45,104,9,3.22,0,0,0,70,28,8688,ISP Visitor,Mon. 12 Feb. 2018,day
www.servicenow.com/success/value-calculator-it-form.html,22,25,74,8,3.92,0,18,72,70,17,5883,ISP Visitor,Mon. 12 Feb. 2018,day
www.servicenow.com/success/value-calculator-hr.html,12,15,63,0,2.74,0,0,0,70,0,2464,ISP Visitor,Mon. 12 Feb. 2018,day
www.servicenow.com/success/value-calculator-csm.html,11,12,33,1,4.4,0,0,0,70,3,3169,ISP Visitor,Mon. 12 Feb. 2018,day
www.servicenow.com/success/value-calculator-csm-form.html,11,11,28,0,5.86,0,5,45.45,70,6,3867,ISP Visitor,Mon. 12 Feb. 2018,day
www.servicenow.com/success/value-calculator-security-ops.html,9,11,29,1,2.79,0,0,0,70,3,1840,ISP Visitor,Mon. 12 Feb. 2018,day
www.servicenow.com/success/value-calculator-hr-form.html,3,4,9,0,2.72,0,5,125,70,0,652,ISP Visitor,Mon. 12 Feb. 2018,day
www.servicenow.com/success/value-calculator-security-ops-form.html,3,3,4,1,7.93,0,1,33.33,70,1,1428,ISP Visitor,Mon. 12 Feb. 2018,day
www.servicenow.com/success/value-calculator-intelligent-apps.html,3,3,4,0,1.76,0,0,0,70,0,316,ISP Visitor,Mon. 12 Feb. 2018,day
www.servicenow.com/success/value-calculator-it-form-1.html,3,3,3,0,0.44,0,0,0,70,0,80,ISP Visitor,Mon. 12 Feb. 2018,day
www.servicenow.com/success/value-calculator-it.html,30,36,89,6,4.51,0,0,0,51,13,9746,Not In List,Mon. 12 Feb. 2018,day
www.servicenow.com/success/value-calculator-security-ops.html,17,22,51,3,4.16,0,0,0,51,9,5496,Not In List,Mon. 12 Feb. 2018,day
www.servicenow.com/success/value-calculator-hr.html,8,10,32,0,2.67,0,0,0,51,1,1603,Not In List,Mon. 12 Feb. 2018,day
www.servicenow.com/success/value-calculator-csm.html,8,8,21,1,2.91,0,0,0,51,1,1398,Not In List,Mon. 12 Feb. 2018,day
www.servicenow.com/success/value-calculator-it-form.html,8,8,20,0,6.42,0,5,62.5,51,2,3080,Not In List,Mon. 12 Feb. 2018,day
www.servicenow.com/success/value-calculator-intelligent-apps.html,5,7,11,0,2.37,0,0,0,51,0,994,Not In List,Mon. 12 Feb. 2018,day
www.servicenow.com/success/value-calculator-security-ops-form.html,2,2,3,0,2.83,0,1,50,51,0,340,Not In List,Mon. 12 Feb. 2018,day
www.servicenow.com/success/value-calculator-intelligent-apps-form.html,1,1,2,0,1.87,0,1,100,51,0,112,Not In List,Mon. 12 Feb. 2018,day
www.servicenow.com/success/value-calculator-hr-form.html,1,1,1,0,0.13,0,0,0,51,0,8,Not In List,Mon. 12 Feb. 2018,day
www.servicenow.com/,0,0,0,0,INF,0,0,INF,51,18,0,Not In List,Mon. 12 Feb. 2018,day
www.servicenow.com/success/value-calculator-it.html,25,25,46,10,0.85,0,0,0,35,24,1278,::unspecified::,Mon. 12 Feb. 2018,day
www.servicenow.com/success/value-calculator-csm.html,5,5,17,2,4.95,0,0,0,35,4,1484,::unspecified::,Mon. 12 Feb. 2018,day
www.servicenow.com/success/value-calculator-security-ops.html,2,2,2,2,0,0,0,0,35,2,0,::unspecified::,Mon. 12 Feb. 2018,day
www.servicenow.com/success/value-calculator-hr.html,2,2,2,1,0.09,0,0,0,35,2,11,::unspecified::,Mon. 12 Feb. 2018,day
www.servicenow.com/success/value-calculator-it-form.html,1,1,1,1,0,0,0,0,35,1,0,::unspecified::,Mon. 12 Feb. 2018,day
www.servicenow.com/,0,0,0,0,INF,0,0,INF,35,8,0,::unspecified::,Mon. 12 Feb. 2018,day
www.servicenow.com/products/customer-service-management.html,0,0,0,0,INF,0,0,INF,35,1,0,::unspecified::,Mon. 12 Feb. 2018,day
www.servicenow.com/products/resource-management.html,0,0,0,0,INF,0,0,INF,35,1,0,::unspecified::,Mon. 12 Feb. 2018,day
www.servicenow.com/lpayr/forrester-study-tei-of-servicenow-security-ops.html,0,0,0,0,INF,0,0,INF,35,1,0,::unspecified::,Mon. 12 Feb. 2018,day
info.servicenow.com/LP=5345/,0,0,0,0,INF,0,0,INF,35,1,0,::unspecified::,Mon. 12 Feb. 2018,day
,,,,,,,,,,,,ACCT0106566,Mon. 12 Feb. 2018,day
,,,,,,,,,,,,ACCT0080490,Mon. 12 Feb. 2018,day
,,,,,,,,,,,,ACCT0065581,Mon. 12 Feb. 2018,day
,,,,,,,,,,,,ACCT0000737,Mon. 12 Feb. 2018,day
,,,,,,,,,,,,ACCT0004149,Mon. 12 Feb. 2018,day
,,,,,,,,,,,,ACCT0047511,Mon. 12 Feb. 2018,day
,,,,,,,,,,,,ACCT0009231,Mon. 12 Feb. 2018,day
www.servicenow.com/success/value-calculator-it.html,35,36,86,4,1.8,0,0,0,56,14,3883,ISP Visitor,Tue. 13 Feb. 2018,day
www.servicenow.com/success/value-calculator-csm.html,14,16,47,2,3.01,0,0,0,56,8,2893,ISP Visitor,Tue. 13 Feb. 2018,day
www.servicenow.com/success/value-calculator-hr.html,10,10,25,2,0.98,0,0,0,56,3,588,ISP Visitor,Tue. 13 Feb. 2018,day
www.servicenow.com/success/value-calculator-it-form.html,10,10,23,1,1.48,0,6,60,56,6,887,ISP Visitor,Tue. 13 Feb. 2018,day
www.servicenow.com/success/value-calculator-security-ops.html,6,8,9,3,2.59,0,0,0,56,4,1241,ISP Visitor,Tue. 13 Feb. 2018,day
www.servicenow.com/success/value-calculator-csm-form.html,5,6,15,1,4.66,0,5,83.33,56,4,1678,ISP Visitor,Tue. 13 Feb. 2018,day
www.servicenow.com/success/value-calculator-intelligent-apps.html,4,4,5,0,3.31,0,0,0,56,0,795,ISP Visitor,Tue. 13 Feb. 2018,day
www.servicenow.com/success/value-calculator-intelligent-apps-form.html,1,1,1,1,0,0,0,0,56,1,0,ISP Visitor,Tue. 13 Feb. 2018,day
www.servicenow.com/success/value-calculator-hr-form-1.html,1,1,1,0,20.27,0,0,0,56,0,1216,ISP Visitor,Tue. 13 Feb. 2018,day
